,Time,Headlines,sia_compound,sia_negative,sia_neutral,sia_positive,fb_positive,fb_negative,fb_neutral
19,2020-07-18,What will changes to England's lockdown rules mean for me?,0.0,0.0,1.0,0.0,0.042328301817178726,0.07597430795431137,0.8816973567008972
20,2020-07-17,In search of a new economics for Covid-19 era,0.0,0.0,1.0,0.0,0.1016710177063942,0.010506847873330116,0.887822151184082
21,2020-07-17,Business live  Markets hope for progress over EU recovery fund; US consumer confidence drops – as it happened,0.8402,0.0,0.609,0.391,0.05900611728429794,0.9206728935241699,0.020320983603596687
22,2020-07-17,"I flew the jumbo for 10 years and never got over how big it was, says 747 pilot",0.0,0.0,1.0,0.0,0.07983662188053131,0.021039558574557304,0.8991238474845886
23,2020-07-17,BA begins to carry out its 'fire and rehire' threat to jobs,-0.7003,0.367,0.633,0.0,0.02589653991162777,0.6644958853721619,0.3096075654029846
24,2020-07-17,"Johnson's coronavirus workplace guidance confused, warn unions",-0.4019,0.425,0.575,0.0,0.09460253268480301,0.24359844624996185,0.6617990732192993
25,2020-07-17,What will be changing in Boris Johnson's 'return to normality',0.0,0.0,1.0,0.0,0.0657615214586258,0.02241099812090397,0.9118275046348572
26,2020-07-17,Lloyds to increase number of black staff in senior roles,0.3818,0.0,0.69,0.31,0.7380295991897583,0.08325506001710892,0.17871545255184174
27,2020-07-17,Silicon Valley has deep pockets for African startups – if you’re not African,0.0,0.0,1.0,0.0,0.056874096393585205,0.025992562994360924,0.9171333909034729
28,2020-07-17,'What’s going to give?': millions fret as Republicans threaten to halt $600 weekly lifesaver,0.296,0.141,0.652,0.207,0.010628433898091316,0.9344971179962158,0.0548744760453701
29,2020-07-17,Future of education  'The MIT of the north': how the government plans to transform ex-mining towns,0.0,0.0,1.0,0.0,0.07766823470592499,0.01867445930838585,0.9036572575569153
30,2020-07-17,Battery firm chooses Welsh site for Britain's first gigafactory,0.0,0.0,1.0,0.0,0.3226320743560791,0.007749565411359072,0.6696183681488037
31,2020-07-17,Netflix shares drop despite positive second-quarter earnings,-0.4261,0.448,0.356,0.196,0.00799369253218174,0.9708623290061951,0.02114401012659073
32,2020-07-17,"Nils Pratley on finance  


  Centrica left it far too late to tackle its problems",-0.4019,0.172,0.828,0.0,0.019879687577486038,0.854769766330719,0.12535057961940765
33,2020-07-17,Here's another virus terrorising businesses and causing havoc: ransomware,-0.836,0.53,0.47,0.0,0.026319192722439766,0.38887718319892883,0.5848036408424377
34,2020-07-17,"$11.3bn in IMF Covid-19 money is being used to service debt, says group",-0.3612,0.172,0.828,0.0,0.12532176077365875,0.010242370888590813,0.8644359111785889
35,2020-07-17,A fifth of Brazilian soy in Europe is result of deforestation,0.0,0.0,1.0,0.0,0.01743236742913723,0.7882030606269836,0.19436462223529816
36,2020-07-17,Public sector pension discrimination could cost UK taxpayer £17bn,0.0,0.0,1.0,0.0,0.01691376604139805,0.8702011704444885,0.11288502812385559
37,2020-07-17,World's largest oil firm agrees to carbon cuts to tackle climate crisis,-0.6705,0.368,0.526,0.105,0.7480911016464233,0.01872962899506092,0.23317930102348328
38,2020-07-17,Boohoo shares rise 12% after co-founders pump £15m into firm,0.296,0.0,0.804,0.196,0.8138430714607239,0.03741774335503578,0.14873909950256348
39,2020-07-17,UK government orders halt to Randox Covid-19 tests over safety issues,0.4215,0.0,0.781,0.219,0.009051661938428879,0.9597106575965881,0.031237715855240822
40,2020-07-16,Canary Wharf traders and landlord bank on return to offices,0.0,0.0,1.0,0.0,0.04503675550222397,0.047936782240867615,0.907026469707489
41,2020-07-16,Number of UK problem gamblers seeking help soars in lockdown,0.0772,0.197,0.511,0.292,0.00966950599104166,0.961630642414093,0.028699863702058792
42,2020-07-16,British Gas owner 'using Covid-19 as smokescreen to alter staff contracts',0.0,0.0,1.0,0.0,0.03327153995633125,0.6919299960136414,0.2747984528541565
43,2020-07-16,'It's disrupted our entire lives': UK workers on losing their jobs,-0.3818,0.206,0.794,0.0,0.010010108351707458,0.9516742825508118,0.038315631449222565
44,2020-07-16,Business live  China shares suffer biggest fall since February; US jobless claims still high - as it happened,-0.3182,0.169,0.725,0.106,0.010401293635368347,0.969632089138031,0.019966593012213707
45,2020-07-16,"More than 1,600 UK jobs at risk at casino firm Genting",-0.2732,0.174,0.826,0.0,0.011151635088026524,0.9550169110298157,0.03383145481348038
46,2020-07-16,Royalties investment firm buys catalogue of Lady Gaga collaborator,0.0,0.0,1.0,0.0,0.18595972657203674,0.012187507934868336,0.8018527030944824
47,2020-07-16,"Pizza Express to close up to 75 restaurants, risking 1,000 jobs",-0.3182,0.187,0.813,0.0,0.03686992824077606,0.6689673662185669,0.29416269063949585
48,2020-07-16,Rishi Sunak’s Covid-19 package recycled up to £10bn spending – IFS,0.0,0.0,1.0,0.0,0.8457910418510437,0.013424776494503021,0.14078418910503387
49,2020-07-16,Next in final stages of buying UK arm of Victoria's Secret,0.0,0.0,1.0,0.0,0.051147881895303726,0.013166266493499279,0.9356858730316162
50,2020-07-16,"Human rights in focus  Ethical labels not fit for purpose, report warns consumers",0.1999,0.209,0.595,0.196,0.03637347370386124,0.26204609870910645,0.7015804648399353
51,2020-07-16,UK banks may have to flag up plans to shut branches or cash machines,0.0,0.0,1.0,0.0,0.00822796206921339,0.9409752488136292,0.05079679191112518
52,2020-07-16,1.3m more file for unemployment as US economy continues to reel,-0.4877,0.24,0.76,0.0,0.020708007737994194,0.945499837398529,0.03379219397902489
53,2020-07-16,Southbank Centre warns of 400 job losses amid coronavirus crisis,-0.802,0.539,0.461,0.0,0.01432594284415245,0.9582743644714355,0.02739975042641163
54,2020-07-16,UK's hidden problem of rising unemployment may soon be exposed,-0.7096,0.496,0.504,0.0,0.0233412254601717,0.9260750412940979,0.05058381333947182
55,2020-07-16,"UK paid employment falls by almost 650,000 as Covid-19 crisis bites",-0.6249,0.291,0.709,0.0,0.010223343968391418,0.9716498851776123,0.018126817420125008
56,2020-07-16,Banks propose student loan-style scheme for struggling UK businesses,-0.4215,0.259,0.741,0.0,0.15401479601860046,0.04910283535718918,0.7968823909759521
57,2020-07-16,Family fortunes of wealthy increase as super-rich ride coronavirus storm,0.5859,0.0,0.625,0.375,0.620058000087738,0.06148968264460564,0.3184523284435272
58,2020-07-16,Treasury mulls plan to set up coronavirus toxic debt body to save UK small businesses,0.3612,0.128,0.615,0.256,0.04863106831908226,0.04433638975024223,0.9070325493812561
59,2020-07-16,"29% of UK businesses to cut jobs in next three months, survey says",-0.2732,0.149,0.851,0.0,0.007802574895322323,0.9643535614013672,0.027843810617923737
60,2020-07-15,"'Incredible' Boohoo denying knowledge of factory allegations, says MP",-0.34,0.231,0.769,0.0,0.04705999046564102,0.5851592421531677,0.36778077483177185
61,2020-07-15,Treasury mulls plan to set up coronavirus toxic debt body to save UK small businesses,0.3612,0.128,0.615,0.256,0.04863106831908226,0.04433638975024223,0.9070325493812561
62,2020-07-15,"Nils Pratley on finance  


  Margrethe Vestager was 100% correct over public mood on Apple tax case",0.0,0.0,1.0,0.0,0.6358570456504822,0.19176825881004333,0.1723746359348297
63,2020-07-15,Fear of Pizza Express closures as chain faces takeover by bondholders,-0.4939,0.242,0.758,0.0,0.008411446586251259,0.9505334496498108,0.04105517268180847
64,2020-07-15,'Not much difference': few takers on first day of hospitality VAT cut,-0.2732,0.16,0.84,0.0,0.0659528374671936,0.16634219884872437,0.767704963684082
65,2020-07-15,Capital gains tax review: your questions answered,0.34,0.0,0.714,0.286,0.02799195423722267,0.03876570612192154,0.9332423210144043
66,2020-07-15,Asos considers action against Leicester supplier in ethical audit,0.5106,0.0,0.708,0.292,0.06308946013450623,0.04779428243637085,0.8891162276268005
67,2020-07-15,Business live  Chancellor Rishi Sunak warns of 'tough choices' to address public finances - as it happened,-0.2263,0.172,0.828,0.0,0.023486733436584473,0.9108284711837769,0.06568476557731628
68,2020-07-15,BBC announces further 70 job cuts in news division,-0.296,0.216,0.784,0.0,0.012494067661464214,0.9390676021575928,0.04843844473361969
69,2020-07-15,"Claim Amanda Staveley in charge of Abu Dhabi Barclays deal 'a fantasy', court told",0.0,0.0,1.0,0.0,0.051046062260866165,0.2737831473350525,0.6751707792282104
70,2020-07-15,Trump claims credit for UK Huawei ban as China says move 'disheartening' – video,-0.25,0.209,0.64,0.151,0.03480584919452667,0.9271607398986816,0.03803347423672676
71,2020-07-15,Buzz Bingo to close 26 halls across UK with loss of up to 573 jobs,-0.3182,0.141,0.859,0.0,0.01417301781475544,0.9427329301834106,0.043094076216220856
72,2020-07-15,"UK ban on Huawei in 5G network groundless, says Chinese ambassador",-0.5574,0.265,0.735,0.0,0.04395134747028351,0.5080731511116028,0.4479755461215973
73,2020-07-15,UK fast-food and coffee chains cut prices as VAT relief comes into effect,0.25,0.13,0.679,0.191,0.018609557300806046,0.9610766768455505,0.02031366340816021
74,2020-07-15,"Apple does not need to pay €13bn Irish tax bill, EU court rules",0.0762,0.0,0.903,0.097,0.032279279083013535,0.04327541962265968,0.9244452714920044
75,2020-07-15,‘I can’t afford to turn away business’: view from shops on face mask rules,0.0,0.0,1.0,0.0,0.06817267090082169,0.056230273097753525,0.8755970597267151
76,2020-07-15,The Number Bias by Sanne Blauw review – how numbers can mislead us,-0.0258,0.11,0.787,0.102,0.03754221647977829,0.21724696457386017,0.7452108263969421
77,2020-07-15,Chinese media calls for 'pain' over UK Huawei ban as Trump claims credit,-0.25,0.209,0.64,0.151,0.021524330601096153,0.9346867799758911,0.04378895461559296
78,2020-07-15,Matt Hancock rules out mandatory face masks in offices,0.0772,0.0,0.86,0.14,0.02583605796098709,0.1176801472902298,0.8564838171005249
79,2020-07-15,Burberry to cut 500 jobs worldwide in £55m cost-saving drive,-0.2732,0.189,0.811,0.0,0.043647073209285736,0.9238068461418152,0.032546039670705795
80,2020-07-15,UK inflation rises as game console prices increase in lockdown,0.3182,0.0,0.796,0.204,0.4517703652381897,0.514794647693634,0.033434901386499405
81,2020-07-15,BFI diversity standards 'failing to tackle race discrimination in UK film industry',-0.5106,0.231,0.769,0.0,0.06293586641550064,0.5447733998298645,0.39229080080986023
82,2020-07-15,"Your problems, with Anna Tims  Floored as Harveys constantly failed on its promises to deliver",-0.5267,0.291,0.583,0.126,0.016780005767941475,0.9386644959449768,0.04455551877617836
83,2020-07-15,Governments put 'green recovery' on the backburner,0.0,0.0,1.0,0.0,0.09128827601671219,0.039130259305238724,0.8695814609527588
84,2020-07-15,The green recovery  UK government planning new green investment bank,0.0,0.0,1.0,0.0,0.0958619937300682,0.01298552006483078,0.8911524415016174
85,2020-07-15,Stamp duty cut fuels surge of interest in London commuter belt,0.2263,0.149,0.638,0.213,0.6073131561279297,0.3040805459022522,0.08860637247562408
86,2020-07-15,"UK energy efficiency push offers just a third of the investment needed, says report",0.5574,0.0,0.705,0.295,0.4173433780670166,0.008447974920272827,0.574208676815033
87,2020-07-15,UK launches first online service for groceries in reusable packing,0.0,0.0,1.0,0.0,0.31223997473716736,0.012476093135774136,0.6752839088439941
88,2020-07-15,Rishi Sunak's capital gains tax review may usher in higher taxes on wealthy,0.5994,0.0,0.692,0.308,0.7281314134597778,0.0399249792098999,0.23194369673728943
89,2020-07-15,Virgin Atlantic: a successful non-intervention by the Treasury,0.6808,0.0,0.472,0.528,0.9239324331283569,0.011047329753637314,0.06502027809619904
90,2020-07-15,The Guardian view on Covid-19 economics: the austerity con of deficit hysteria,-0.6808,0.359,0.641,0.0,0.08259191364049911,0.05263082683086395,0.8647773265838623
91,2020-07-15,Former Barclays boss apologises for Amanda Staveley 'tart' reference,0.2023,0.0,0.816,0.184,0.019630711525678635,0.90804523229599,0.07232413440942764
92,2020-07-15,Hospitality VAT cut may not be passed on to UK consumers,-0.2732,0.174,0.826,0.0,0.036996450275182724,0.13582290709018707,0.8271806836128235
93,2020-07-15,Oprah Winfrey and Jay-Z tap into rising alt-milk star Oatly,0.0,0.0,1.0,0.0,0.43387341499328613,0.026940736919641495,0.5391858816146851
94,2020-07-15,"Weak recovery could make unemployment worse than 1980s levels, warns OBR",-0.8519,0.595,0.405,0.0,0.009633276611566544,0.9709577560424805,0.019408943131566048
95,2020-07-15,Treasury forecaster's three stark predictions for Britain's economy,0.2023,0.0,0.795,0.205,0.15039759874343872,0.09484729170799255,0.7547551393508911
96,2020-07-15,UK accounting firms criticised by watchdog for ‘unacceptable’ work,-0.4215,0.259,0.741,0.0,0.01798699051141739,0.9245930314064026,0.05741996318101883
97,2020-07-15,Business live  Hopes for V-shaped recovery fade as UK economy grows 1.8% in May - as it happened,0.4215,0.0,0.851,0.149,0.04346460476517677,0.9343538284301758,0.02218160219490528
98,2020-07-15,Virgin Atlantic agrees £1.2bn rescue deal amid coronavirus slump,0.6249,0.0,0.579,0.421,0.6984307765960693,0.2490481734275818,0.05252114683389664
99,2020-07-15,Ireland could randomly test tourists from high-risk countries for Covid-19,0.0,0.0,1.0,0.0,0.6752209067344666,0.01194977480918169,0.3128293454647064
100,2020-07-14,British Airways to sell art collection to ease Covid-19 pressures,0.0516,0.18,0.625,0.195,0.5039029717445374,0.158711239695549,0.33738580346107483
101,2020-07-14,UK's growth figures dim hopes of V-shaped recovery from Covid-19,0.6597,0.0,0.597,0.403,0.2526779770851135,0.7247207760810852,0.022601285949349403
102,2020-07-14,Flood strategy 'at odds with Boris Johnson push for mass housing',0.0,0.0,1.0,0.0,0.09762723743915558,0.09485987573862076,0.8075128793716431
103,2020-07-14,"UK economy may not recover until end of 2022, Treasury forecaster warns",0.1027,0.106,0.758,0.136,0.2087392359972,0.6391113996505737,0.15214936435222626
104,2020-07-14,Face masks 'will deter young shoppers' says JD Sports chairman,0.0,0.0,1.0,0.0,0.15800373256206512,0.22574377059936523,0.6162525415420532
105,2020-07-14,Ocado has waiting list of 1 million customers wanting to sign up,0.0,0.0,1.0,0.0,0.08454900234937668,0.017288753762841225,0.8981622457504272
106,2020-07-14,"Huawei to be stripped of role in UK's 5G network by 2027, Dowden confirms",0.0,0.0,1.0,0.0,0.014732462354004383,0.738423228263855,0.2468443512916565
107,2020-07-14,"End of the office: the quiet, grinding loneliness of working from home",-0.4215,0.203,0.797,0.0,0.03409208357334137,0.42558252811431885,0.540325403213501
108,2020-07-14,Britain's economy returns to growth more slowly than expected,0.3818,0.0,0.755,0.245,0.7954566478729248,0.11877501755952835,0.08576830476522446
109,2020-07-14,"Sunak’s Covid-19 package may not be value for money, warns Treasury economist",-0.162,0.241,0.632,0.126,0.05975663661956787,0.34101036190986633,0.5992330312728882
110,2020-07-14,UK retail sales in June show signs of recovery after covid lockdown,0.0,0.0,1.0,0.0,0.9092356562614441,0.07261857390403748,0.018145794048905373
111,2020-07-14,The fast fashion fix: 20 ways to stop buying new clothes for ever,-0.296,0.155,0.845,0.0,0.06318190693855286,0.027427850291132927,0.9093902707099915
112,2020-07-14,Government hopes cut in red tape will triple UK's battery capacity,0.1779,0.151,0.647,0.201,0.9294373393058777,0.03842996433377266,0.03213270381093025
113,2020-07-14,"After mixed messages and mess-ups, Johnson bows to the inevitable",0.0,0.0,1.0,0.0,0.21339377760887146,0.18031446635723114,0.6062917709350586
114,2020-07-14,UK's expected U-turn on Huawei fails to satisfy Tory rebels,-0.1531,0.315,0.479,0.205,0.022445693612098694,0.9328370690345764,0.044717222452163696
115,2020-07-14,"Nils Pratley on finance  


  Sunak cannot just hope other big firms will follow Primark's furlough stance",-0.3412,0.138,0.862,0.0,0.054957009851932526,0.09371998906135559,0.8513229489326477
116,2020-07-14,Asda equal pay dispute goes to UK supreme court in virtual hearing,0.128,0.246,0.539,0.216,0.04477832838892937,0.4697253704071045,0.48549631237983704
117,2020-07-14,Boohoo shares drop 18% as new Leicester factory reports threaten sales,-0.3612,0.315,0.537,0.148,0.008342279121279716,0.9681344628334045,0.023523328825831413
118,2020-07-14,Nationwide to offer low-deposit mortgages after stamp duty move,0.0,0.0,1.0,0.0,0.14595739543437958,0.01232878677546978,0.8417137861251831
119,2020-07-14,"Grogonomics  


  To make jobseeker fit for purpose, its temporary rise should be permanent",0.3612,0.0,0.828,0.172,0.8237058520317078,0.011458435095846653,0.1648356318473816
120,2020-07-13,Offshore wind energy investment quadruples despite Covid-19 slump,0.2732,0.0,0.769,0.231,0.7711172699928284,0.16949619352817535,0.05938654765486717
121,2020-07-13,Halfords to close up to 60 sites despite rise in bike sales in lockdown,0.0,0.0,1.0,0.0,0.7385812401771545,0.15585270524024963,0.1055660992860794
122,2020-07-13,Business live  Markets strengthen amid economic recovery hopes - as it happened,0.6249,0.0,0.638,0.362,0.9474951028823853,0.019128913059830666,0.0333760567009449
123,2020-07-13,What is Huawei and why is its role in UK's 5G so controversial?,-0.3327,0.165,0.835,0.0,0.02796311117708683,0.27183806896209717,0.7001988887786865
124,2020-07-13,"G4S planning more than 1,000 job losses in cash-handling services",-0.4019,0.231,0.769,0.0,0.008252888917922974,0.971810519695282,0.01993665285408497
125,2020-07-13,Johnnie Walker maker creates plastic-free paper-based spirits bottle,0.2732,0.0,0.769,0.231,0.047881100326776505,0.01420083362609148,0.9379180669784546
126,2020-07-13,Gold trade body urged to suspend refinery over alleged abuses in Tanzania,-0.7096,0.371,0.629,0.0,0.014969403855502605,0.9077836275100708,0.07724693417549133
127,2020-07-13,Work begins in Lincolnshire on world's longest subsea power cable,0.0,0.0,1.0,0.0,0.2110053449869156,0.010394210927188396,0.7786003947257996
128,2020-07-13,Quiz suspends clothing supplier over Leicester subcontractor concerns,0.0,0.0,1.0,0.0,0.011796394363045692,0.9313068985939026,0.056896716356277466
129,2020-07-13,BT boss warns of outages and security risks if UK ditches Huawei,-0.0258,0.235,0.604,0.161,0.013920041732490063,0.929376482963562,0.05670345202088356
130,2020-07-13,"Three in four UK firms unprepared for Brexit, study shows",0.0,0.0,1.0,0.0,0.11607564240694046,0.7711523771286011,0.11277196556329727
131,2020-07-13,UK tobacco sales fell faster after plain packaging rules came into force,0.0,0.0,1.0,0.0,0.015927709639072418,0.9652876257896423,0.01878472976386547
132,2020-07-13,"Shoppers shun high streets in England and Northern Ireland, data shows",0.0,0.0,1.0,0.0,0.009559349156916142,0.9389974474906921,0.05144323408603668
133,2020-07-13,Bono campaign group accuses UK of wasting international aid budget,-0.6249,0.389,0.611,0.0,0.014586920849978924,0.9363734126091003,0.0490395687520504
134,2020-07-13,"Project Syndicate economists  


  Covid-19 is no excuse for sovereign creditors to move the goalposts on debt",-0.5267,0.247,0.684,0.068,0.028174709528684616,0.09134120494127274,0.8804841041564941
135,2020-07-13,Super-rich call for higher taxes on wealthy to pay for Covid-19 recovery,0.2732,0.101,0.719,0.18,0.2771238386631012,0.028192605823278427,0.6946835517883301
136,2020-07-13,Priti Patel to unveil details of post-Brexit immigration plans,0.0,0.0,1.0,0.0,0.04455383121967316,0.024706732481718063,0.9307395219802856
137,2020-07-13,Primark turns down £30m windfall from job retention bonus,0.5423,0.0,0.696,0.304,0.013259672559797764,0.945225715637207,0.04151453077793121
138,2020-07-13,Post-furlough sums don’t add up for me,0.0,0.0,1.0,0.0,0.04956502839922905,0.14550869166851044,0.8049262166023254
139,2020-07-13,Corporations begin cautious return to UK offices after lockdown,-0.1027,0.149,0.851,0.0,0.02665209025144577,0.8995171189308167,0.07383076846599579
140,2020-07-12,"Economics viewpoint  


  Until Covid-19 uncertainty melts away there's little chance of full economic recovery",-0.1761,0.149,0.745,0.106,0.14975771307945251,0.053749967366456985,0.796492338180542
141,2020-07-12,Of course there's a future for the British fishing industry – on stage,0.0,0.0,1.0,0.0,0.15656383335590363,0.019235463812947273,0.8242007493972778
142,2020-07-12,The simplest way to close the racial wealth gap? Direct cash payments,0.4939,0.0,0.775,0.225,0.07580091059207916,0.015642547979950905,0.9085565209388733
143,2020-07-12,Enough of the psychobabble. Racism is not something to fix with therapy,-0.6249,0.272,0.728,0.0,0.02638738788664341,0.42539411783218384,0.5482184886932373
144,2020-07-12,‘They just got away with paying men more …’ Milestone looms in Asda equal pay fight,-0.5945,0.311,0.689,0.0,0.24843156337738037,0.05415211617946625,0.6974163055419922
145,2020-07-12,Precious metal: the gold-standard investment when a crisis hits?,-0.1027,0.297,0.435,0.268,0.038361649960279465,0.0607977919280529,0.9008405208587646
146,2020-07-12,"The shifting patterns of English  


  May I have a word about… why it’s a bloodbath on the streets",0.0,0.0,1.0,0.0,0.03737647831439972,0.26794499158859253,0.694678544998169
147,2020-07-12,"Observer business agenda  Sunak will say things are looking up, but OBR has less faith in a rebound",0.5041,0.0,0.831,0.169,0.15782754123210907,0.107729971408844,0.7344424724578857
148,2020-07-12,"Business leader  


  Investors are selling Boohoo shares now. They could have intervened far earlier",0.296,0.0,0.855,0.145,0.11533098667860031,0.5070538520812988,0.37761518359184265
149,2020-07-12,Is too much trade at stake for Britain to stand up to Beijing?,0.0,0.0,1.0,0.0,0.07679065316915512,0.11159168928861618,0.8116176128387451
150,2020-07-12,Where in Britain does China spend its money?,0.0,0.0,1.0,0.0,0.031499095261096954,0.07358723878860474,0.8949136137962341
151,2020-07-12,"Electric cars: five best buys, from new models to used bargains",0.6369,0.0,0.704,0.296,0.1972239464521408,0.011800270527601242,0.7909757494926453
152,2020-07-12,Boris Johnson urged to clarify message on wearing face masks in shops,0.0,0.0,1.0,0.0,0.06640014052391052,0.10937445610761642,0.8242254257202148
153,2020-07-12,Covid-19 has revealed a pre-existing pandemic of poverty that benefits the rich,0.4404,0.189,0.457,0.354,0.26379477977752686,0.19432929158210754,0.541875958442688
154,2020-07-12,"‘My parents helped me pack lube’: from sex toys to bidets, the lockdown businesses that boomed",0.0,0.0,1.0,0.0,0.02907194010913372,0.046180564910173416,0.9247474670410156
155,2020-07-12,'Pensioners are already suffering': responses to the summer statement,0.0,0.0,1.0,0.0,0.0280997883528471,0.5000553727149963,0.4718448221683502
156,2020-07-12,"Leicester factory put lives at risk during lockdown, claims garment worker",-0.2732,0.174,0.826,0.0,0.016596386209130287,0.9350293874740601,0.04837420582771301
157,2020-07-12,Vast Brexit customs clearance centre to be built in Kent,0.0,0.0,1.0,0.0,0.176334947347641,0.009194190613925457,0.8144708871841431
158,2020-07-12,G4S fined £44m by Serious Fraud Office over electronic tagging,-0.6249,0.389,0.611,0.0,0.021490633487701416,0.937458336353302,0.04105111584067345
159,2020-07-12,The billionaire Boohoo family who started with a market stall in Manchester,-0.2023,0.153,0.847,0.0,0.0579463467001915,0.022007163614034653,0.9200464487075806
160,2020-07-10,Estate agents in England report surge of interest as tax cut spurs on homebuyers,0.2263,0.123,0.702,0.175,0.6502864360809326,0.30515098571777344,0.04456255957484245
161,2020-07-10,Boohoo shareholder sells off shares in firm worth nearly £80m,0.4767,0.0,0.661,0.339,0.020292360335588455,0.7000260353088379,0.27968156337738037
162,2020-07-10,West End landlord collects less than a third of rent in June,0.0,0.0,1.0,0.0,0.01990204118192196,0.324901819229126,0.6551960706710815
163,2020-07-10,UK travel companies 'must comply with laws on refunds or face legal action',0.128,0.0,0.889,0.111,0.016912240535020828,0.7725349068641663,0.21055293083190918
164,2020-07-10,Boohoo co-founder Jalal Kamani linked to Leicester garment factory,0.0,0.0,1.0,0.0,0.02669612132012844,0.23129500448703766,0.7420089244842529
165,2020-07-10,Divided Libya to restart oil production after six-month shutdown,0.0,0.0,1.0,0.0,0.7087885737419128,0.049839310348033905,0.24137212336063385
166,2020-07-10,"Business live  England gets ready to reopen gyms, pools and nail bars as Covid-19 lockdown eases - as it happened",0.5859,0.0,0.78,0.22,0.6943871378898621,0.012689352035522461,0.2929234206676483
167,2020-07-10,The age of extinction  Boris Johnson says newts are a drag on the UK’s economy. Here’s why he’s wrong,-0.6124,0.238,0.762,0.0,0.040149763226509094,0.20436865091323853,0.7554815411567688
168,2020-07-10,"Gyms, pools and nail bars: what the new rules in England allow",0.2263,0.0,0.853,0.147,0.027366332709789276,0.04478420689702034,0.9278494715690613
169,2020-07-10,Other lives  Mike Wilson obituary,0.0,0.0,1.0,0.0,0.027363570407032967,0.047423284500837326,0.9252131581306458
170,2020-07-10,Julia Sawalha furious after being told she is 'too old' for Chicken Run sequel,-0.5719,0.222,0.778,0.0,0.029076647013425827,0.8755033016204834,0.09542006254196167
171,2020-07-10,‘This isn’t really Somerset’: how the rich took over Bruton,0.5574,0.0,0.714,0.286,0.04187291860580444,0.05407432094216347,0.9040527939796448
172,2020-07-10,Royal Mail fined £1.6m for late deliveries and stamp overcharging,0.0,0.0,1.0,0.0,0.011703449301421642,0.9653091430664062,0.022987352684140205
173,2020-07-10,Culture in peril  Coronavirus: hospitality VAT cut will apply to concerts and music festivals,-0.3182,0.262,0.601,0.137,0.027567755430936813,0.18168070912361145,0.790751576423645
